ClassNameAndObjectPath,ShaderType,ShaderClass,MaterialDomain,FeatureLevel,QualityLevel,TargetFrequency,TargetPlatform,VFType,Permutation,OutputHash
Material /Engine/EngineMaterials/DefaultTextMaterialOpaque.DefaultTextMaterialOpaque,TLightMapDensityPSFDummyLightMapPolicy,MeshMaterial,MD_Surface,SM5,High,SF_Pixel,PCD3D_SM5,FLocalVertexFactory,Perm_0,4DBA7E7A2947F5FF2B73757F93276F5B12D42DF7
Material /Engine/EngineMaterials/DefaultTextMaterialOpaque.DefaultTextMaterialOpaque,TBasePassPSFNoLightMapPolicySkylight,MeshMaterial,MD_Surface,SM5,High,SF_Pixel,PCD3D_SM5,FLocalVertexFactory,Perm_0,FB0AF39BFE186444B1AACDC501FB92FAC29E750D
Material /Engine/EngineMaterials/DefaultTextMaterialOpaque.DefaultTextMaterialOpaque,TLightMapDensityVSFNoLightMapPolicy,MeshMaterial,MD_Surface,SM5,High,SF_Vertex,PCD3D_SM5,FLocalVertexFactory,Perm_0,3342342AC96CE94EFC5A1C079BD5D669EA98BB1C
Material /Engine/EngineMaterials/DefaultTextMaterialOpaque.DefaultTextMaterialOpaque,TLightMapDensityPSFNoLightMapPolicy,MeshMaterial,MD_Surface,SM5,High,SF_Pixel,PCD3D_SM5,FLocalVertexFactory,Perm_0,2EE7248DB0C5F46DA4C166902A568FF552FA3956
Material /Engine/EngineMaterials/DefaultTextMaterialOpaque.DefaultTextMaterialOpaque,TBasePassVSFNoLightMapPolicy,MeshMaterial,MD_Surface,SM5,High,SF_Vertex,PCD3D_SM5,FLocalVertexFactory,Perm_0,DA6DC896FAD8A816C248E66B4127184880658A7E
Material /Engine/EngineMaterials/DefaultTextMaterialOpaque.DefaultTextMaterialOpaque,TBasePassPSFNoLightMapPolicy,MeshMaterial,MD_Surface,SM5,High,SF_Pixel,PCD3D_SM5,FLocalVertexFactory,Perm_0,7065C7123290ADEBC81827EB6ABC90DC95BE29F8
Material /Engine/EngineMaterials/DefaultTextMaterialOpaque.DefaultTextMaterialOpaque,FOnePassPointShadowDepthGS,MeshMaterial,MD_Surface,SM5,High,SF_Geometry,PCD3D_SM5,FLocalVertexFactory,Perm_0,E8A06FF585281AC361919F42E837C4A4DA96748E
Material /Engine/EngineMaterials/DefaultTextMaterialOpaque.DefaultTextMaterialOpaque,FConvertToUniformMeshVS,MeshMaterial,MD_Surface,SM5,High,SF_Vertex,PCD3D_SM5,FLocalVertexFactory,Perm_0,B67136BE8AADB9D30F382C4AED71433ED732876C
Material /Engine/EngineMaterials/DefaultTextMaterialOpaque.DefaultTextMaterialOpaque,FConvertToUniformMeshGS,MeshMaterial,MD_Surface,SM5,High,SF_Geometry,PCD3D_SM5,FLocalVertexFactory,Perm_0,B49FCC0C742E12200BA56C73CCAF3165CB9F4E94
Material /Engine/EngineMaterials/DefaultTextMaterialOpaque.DefaultTextMaterialOpaque,TDepthOnlyVS<false>,MeshMaterial,MD_Surface,SM5,High,SF_Vertex,PCD3D_SM5,FLocalVertexFactory,Perm_0,CE549ADF92427670272505918209C44BAA3144A5
Material /Engine/EngineMaterials/DefaultTextMaterialOpaque.DefaultTextMaterialOpaque,FDepthOnlyPS,MeshMaterial,MD_Surface,SM5,High,SF_Pixel,PCD3D_SM5,FLocalVertexFactory,Perm_0,5B356F7A895CDD5B5E437EBF3B4993F10E2EBF2D
Material /Engine/EngineMaterials/DefaultTextMaterialOpaque.DefaultTextMaterialOpaque,FVelocityVS,MeshMaterial,MD_Surface,SM5,High,SF_Vertex,PCD3D_SM5,FLocalVertexFactory,Perm_0,C29CBFC2C0A80E2CE2B26C09AF99178EC087BB7E
Material /Engine/EngineMaterials/DefaultTextMaterialOpaque.DefaultTextMaterialOpaque,FVelocityPS,MeshMaterial,MD_Surface,SM5,High,SF_Pixel,PCD3D_SM5,FLocalVertexFactory,Perm_0,0E9CA906CA9F4B94585EB06FD5874241A2AA1533
Material /Engine/EngineMaterials/DefaultTextMaterialOpaque.DefaultTextMaterialOpaque,FHitProxyVS,MeshMaterial,MD_Surface,SM5,High,SF_Vertex,PCD3D_SM5,FLocalVertexFactory,Perm_0,3342342AC96CE94EFC5A1C079BD5D669EA98BB1C
Material /Engine/EngineMaterials/DefaultTextMaterialOpaque.DefaultTextMaterialOpaque,FHitProxyPS,MeshMaterial,MD_Surface,SM5,High,SF_Pixel,PCD3D_SM5,FLocalVertexFactory,Perm_0,80973ABE16E27C5CA9EA4E29F370F4367A84080D
Material /Engine/EngineMaterials/WorldGridMaterial.WorldGridMaterial,TTranslucentLightingInjectPSLightType_Directionalfalsefalsefalse,Material,MD_Surface,SM5,High,SF_Pixel,PCD3D_SM5,null,Perm_0,D2AB841285AF20E850213C168FFB9E2919917E97
Material /Engine/EngineMaterials/WorldGridMaterial.WorldGridMaterial,TTranslucentLightingInjectPSLightType_Directionaltruefalsefalse,Material,MD_Surface,SM5,High,SF_Pixel,PCD3D_SM5,null,Perm_0,352A6B061409B34CA8E645D243D00680791FAF50
Material /Engine/EngineMaterials/WorldGridMaterial.WorldGridMaterial,TTranslucentLightingInjectPSLightType_Directionalfalsetruefalse,Material,MD_Surface,SM5,High,SF_Pixel,PCD3D_SM5,null,Perm_0,883535735368D33251402FEF8D38B3CF733DA6BF
Material /Engine/EngineMaterials/WorldGridMaterial.WorldGridMaterial,TTranslucentLightingInjectPSLightType_Directionaltruetruefalse,Material,MD_Surface,SM5,High,SF_Pixel,PCD3D_SM5,null,Perm_0,9B018556335C5C8CDCD6EABECF491CF615F4861C
Material /Engine/EngineMaterials/WorldGridMaterial.WorldGridMaterial,TTranslucentLightingInjectPSLightType_Pointfalsefalsefalse,Material,MD_Surface,SM5,High,SF_Pixel,PCD3D_SM5,null,Perm_0,C8E932E9D1CE6398173540C760CB0830A6458199
Material /Engine/EngineMaterials/WorldGridMaterial.WorldGridMaterial,TTranslucentLightingInjectPSLightType_Pointtruefalsefalse,Material,MD_Surface,SM5,High,SF_Pixel,PCD3D_SM5,null,Perm_0,D83B5BBA95A45FB83062CD948EA57374BACFB277
Material /Engine/EngineMaterials/WorldGridMaterial.WorldGridMaterial,TTranslucentLightingInjectPSLightType_Pointfalsetruefalse,Material,MD_Surface,SM5,High,SF_Pixel,PCD3D_SM5,null,Perm_0,F4C4B150535EF8B2E8A0AE2076980B219D13623E
Material /Engine/EngineMaterials/WorldGridMaterial.WorldGridMaterial,TTranslucentLightingInjectPSLightType_Pointfalsefalsetrue,Material,MD_Surface,SM5,High,SF_Pixel,PCD3D_SM5,null,Perm_0,5E99302A347BB6703E9D49244958DE7C36FD9430
Material /Engine/EngineMaterials/WorldGridMaterial.WorldGridMaterial,TTranslucentLightingInjectPSLightType_Pointtruetruefalse,Material,MD_Surface,SM5,High,SF_Pixel,PCD3D_SM5,null,Perm_0,7D5B3AC4149B8C19EABA951E98607292AA613C3C
Material /Engine/EngineMaterials/WorldGridMaterial.WorldGridMaterial,TTranslucentLightingInjectPSLightType_Pointtruefalsetrue,Material,MD_Surface,SM5,High,SF_Pixel,PCD3D_SM5,null,Perm_0,35D4D6C1FB9E66EB17AF3C29A0EFC7C58D5D1E76
Material /Engine/EngineMaterials/WorldGridMaterial.WorldGridMaterial,TTranslucentLightingInjectPSLightType_Pointfalsetruetrue,Material,MD_Surface,SM5,High,SF_Pixel,PCD3D_SM5,null,Perm_0,8006F27817B7D4C9C23D5223D20582E57907C216
Material /Engine/EngineMaterials/WorldGridMaterial.WorldGridMaterial,TTranslucentLightingInjectPSLightType_Pointtruetruetrue,Material,MD_Surface,SM5,High,SF_Pixel,PCD3D_SM5,null,Perm_0,FE21C50BAC5E8BFEF98C4D2D0A90C71A97C08BC5
Material /Engine/EngineMaterials/WorldGridMaterial.WorldGridMaterial,FEvaluateSurfelMaterialCS,Material,MD_Surface,SM5,High,SF_Compute,PCD3D_SM5,null,Perm_0,D0665E5D918C8062D9EF75A7F0AA7D8C399879D8
Material /Engine/EngineMaterials/WorldGridMaterial.WorldGridMaterial,TBasePassPSFPrecomputedVolumetricLightmapLightingPolicySkylight,MeshMaterial,MD_Surface,SM5,High,SF_Pixel,PCD3D_SM5,FVectorFieldVisualizationVertexFactory,Perm_0,5222DB951CC668C6BAE4B40AB8B9E7FAF0ADCD68
Material /Engine/EngineMaterials/WorldGridMaterial.WorldGridMaterial,TShadowDepthVSForGSVertexShadowDepth_PerspectiveCorrectfalse,MeshMaterial,MD_Surface,SM5,High,SF_Vertex,PCD3D_SM5,FVectorFieldVisualizationVertexFactory,Perm_0,A35B7C36975BCF690E7E39B09E0FD24E95E3B45C
Material /Engine/EngineMaterials/WorldGridMaterial.WorldGridMaterial,TShadowDepthVSForGSVertexShadowDepth_PerspectiveCorrecttrue,MeshMaterial,MD_Surface,SM5,High,SF_Vertex,PCD3D_SM5,FVectorFieldVisualizationVertexFactory,Perm_0,06DFC830E7CCFD0098686749C28BBB72BC731703
Material /Engine/EngineMaterials/WorldGridMaterial.WorldGridMaterial,TShadowDepthVSForGSVertexShadowDepth_OnePassPointLightfalse,MeshMaterial,MD_Surface,SM5,High,SF_Vertex,PCD3D_SM5,FVectorFieldVisualizationVertexFactory,Perm_0,8063DB56238E162F62EBB43BFA5B152C1C6A811B
Material /Engine/EngineMaterials/WorldGridMaterial.WorldGridMaterial,TShadowDepthPSPixelShadowDepth_NonPerspectiveCorrectfalse,MeshMaterial,MD_Surface,SM5,High,SF_Pixel,PCD3D_SM5,FVectorFieldVisualizationVertexFactory,Perm_0,F1437676DD5B184F923FB173872AD23D4320D93A
Material /Engine/EngineMaterials/WorldGridMaterial.WorldGridMaterial,TShadowDepthPSPixelShadowDepth_NonPerspectiveCorrecttrue,MeshMaterial,MD_Surface,SM5,High,SF_Pixel,PCD3D_SM5,FVectorFieldVisualizationVertexFactory,Perm_0,908DD026E7624A9D8BD9597716CD64ACF5602343
Material /Engine/EngineMaterials/WorldGridMaterial.WorldGridMaterial,TShadowDepthVSVertexShadowDepth_PerspectiveCorrectfalse,MeshMaterial,MD_Surface,SM5,High,SF_Vertex,PCD3D_SM5,FVectorFieldVisualizationVertexFactory,Perm_0,A35B7C36975BCF690E7E39B09E0FD24E95E3B45C
Material /Engine/EngineMaterials/WorldGridMaterial.WorldGridMaterial,TBasePassVSFPrecomputedVolumetricLightmapLightingPolicy,MeshMaterial,MD_Surface,SM5,High,SF_Vertex,PCD3D_SM5,FVectorFieldVisualizationVertexFactory,Perm_0,B1555A855E26214793BAD3D3031281FD9F8E20F6
Material /Engine/EngineMaterials/WorldGridMaterial.WorldGridMaterial,TBasePassPSFPrecomputedVolumetricLightmapLightingPolicy,MeshMaterial,MD_Surface,SM5,High,SF_Pixel,PCD3D_SM5,FVectorFieldVisualizationVertexFactory,Perm_0,596FEEF0C3479EBC9B06D31D7D1F1F6829CC2D95
Material /Engine/EngineMaterials/WorldGridMaterial.WorldGridMaterial,TShadowDepthVSVertexShadowDepth_PerspectiveCorrecttrue,MeshMaterial,MD_Surface,SM5,High,SF_Vertex,PCD3D_SM5,FVectorFieldVisualizationVertexFactory,Perm_0,06DFC830E7CCFD0098686749C28BBB72BC731703
Material /Engine/EngineMaterials/WorldGridMaterial.WorldGridMaterial,TShadowDepthVSVertexShadowDepth_OnePassPointLightfalse,MeshMaterial,MD_Surface,SM5,High,SF_Vertex,PCD3D_SM5,FVectorFieldVisualizationVertexFactory,Perm_0,8063DB56238E162F62EBB43BFA5B152C1C6A811B
Material /Engine/EngineMaterials/WorldGridMaterial.WorldGridMaterial,TShadowDepthPSPixelShadowDepth_PerspectiveCorrectfalse,MeshMaterial,MD_Surface,SM5,High,SF_Pixel,PCD3D_SM5,FVectorFieldVisualizationVertexFactory,Perm_0,A3CEA25B3CC90710F3C4225D9E1783413D339AB6
Material /Engine/EngineMaterials/WorldGridMaterial.WorldGridMaterial,TBasePassPSFCachedVolumeIndirectLightingPolicySkylight,MeshMaterial,MD_Surface,SM5,High,SF_Pixel,PCD3D_SM5,FVectorFieldVisualizationVertexFactory,Perm_0,D40C66149AE5FF6906FA4F11CB11D9DCF7A367D0
Material /Engine/EngineMaterials/WorldGridMaterial.WorldGridMaterial,TShadowDepthVSForGSVertexShadowDepth_OutputDepthfalse,MeshMaterial,MD_Surface,SM5,High,SF_Vertex,PCD3D_SM5,FVectorFieldVisualizationVertexFactory,Perm_0,EB205623C57C26F8A89878D12B18D0648E913E6C
Material /Engine/EngineMaterials/WorldGridMaterial.WorldGridMaterial,TShadowDepthPSPixelShadowDepth_PerspectiveCorrecttrue,MeshMaterial,MD_Surface,SM5,High,SF_Pixel,PCD3D_SM5,FVectorFieldVisualizationVertexFactory,Perm_0,420FD464E7827C91330C6A0E83E4561832433E6C
Material /Engine/EngineMaterials/WorldGridMaterial.WorldGridMaterial,TShadowDepthPSPixelShadowDepth_OnePassPointLightfalse,MeshMaterial,MD_Surface,SM5,High,SF_Pixel,PCD3D_SM5,FVectorFieldVisualizationVertexFactory,Perm_0,12AAD9B44B993B112A99F05C4E21C85133808654
Material /Engine/EngineMaterials/WorldGridMaterial.WorldGridMaterial,TBasePassPSFCachedPointIndirectLightingPolicySkylight,MeshMaterial,MD_Surface,SM5,High,SF_Pixel,PCD3D_SM5,FVectorFieldVisualizationVertexFactory,Perm_0,6429E81698679DAAF4078ED7D766D0C422E1E9D5
Material /Engine/EngineMaterials/WorldGridMaterial.WorldGridMaterial,TShadowDepthVSForGSVertexShadowDepth_OutputDepthtrue,MeshMaterial,MD_Surface,SM5,High,SF_Vertex,PCD3D_SM5,FVectorFieldVisualizationVertexFactory,Perm_0,E3C7925455F0445CE9774439C091553A9DCA8DED
Material /Engine/EngineMaterials/WorldGridMaterial.WorldGridMaterial,TShadowDepthPSPixelShadowDepth_OnePassPointLighttrue,MeshMaterial,MD_Surface,SM5,High,SF_Pixel,PCD3D_SM5,FVectorFieldVisualizationVertexFactory,Perm_0,C3325C49D7C79591B3F55008E0EF14AE86BA48E6
Material /Engine/EngineMaterials/WorldGridMaterial.WorldGridMaterial,TShadowDepthVSVertexShadowDepth_OutputDepthfalse,MeshMaterial,MD_Surface,SM5,High,SF_Vertex,PCD3D_SM5,FVectorFieldVisualizationVertexFactory,Perm_0,EB205623C57C26F8A89878D12B18D0648E913E6C
Material /Engine/EngineMaterials/WorldGridMaterial.WorldGridMaterial,TShadowDepthVSVertexShadowDepth_OutputDepthtrue,MeshMaterial,MD_Surface,SM5,High,SF_Vertex,PCD3D_SM5,FVectorFieldVisualizationVertexFactory,Perm_0,E3C7925455F0445CE9774439C091553A9DCA8DED
Material /Engine/EngineMaterials/WorldGridMaterial.WorldGridMaterial,TBasePassVSFCachedVolumeIndirectLightingPolicy,MeshMaterial,MD_Surface,SM5,High,SF_Vertex,PCD3D_SM5,FVectorFieldVisualizationVertexFactory,Perm_0,B1555A855E26214793BAD3D3031281FD9F8E20F6
Material /Engine/EngineMaterials/WorldGridMaterial.WorldGridMaterial,TBasePassPSFCachedVolumeIndirectLightingPolicy,MeshMaterial,MD_Surface,SM5,High,SF_Pixel,PCD3D_SM5,FVectorFieldVisualizationVertexFactory,Perm_0,9C89DDF353E823494555B72A9A7499A5FC6C1DFB
Material /Engine/EngineMaterials/WorldGridMaterial.WorldGridMaterial,TBasePassVSFCachedPointIndirectLightingPolicy,MeshMaterial,MD_Surface,SM5,High,SF_Vertex,PCD3D_SM5,FVectorFieldVisualizationVertexFactory,Perm_0,B1555A855E26214793BAD3D3031281FD9F8E20F6
Material /Engine/EngineMaterials/WorldGridMaterial.WorldGridMaterial,TBasePassPSFCachedPointIndirectLightingPolicy,MeshMaterial,MD_Surface,SM5,High,SF_Pixel,PCD3D_SM5,FVectorFieldVisualizationVertexFactory,Perm_0,70D6B5F0CB32311400F0860F9A199A5D9789523D
Material /Engine/EngineMaterials/WorldGridMaterial.WorldGridMaterial,TBasePassPSFNoLightMapPolicySkylight,MeshMaterial,MD_Surface,SM5,High,SF_Pixel,PCD3D_SM5,FVectorFieldVisualizationVertexFactory,Perm_0,F5F07A037E3AE68C4516A6B2627D179B676ED078
Material /Engine/EngineMaterials/WorldGridMaterial.WorldGridMaterial,TLightMapDensityVSFNoLightMapPolicy,MeshMaterial,MD_Surface,SM5,High,SF_Vertex,PCD3D_SM5,FVectorFieldVisualizationVertexFactory,Perm_0,7761958043F61EF02772791BD314FC24E13D1F6F
Material /Engine/EngineMaterials/WorldGridMaterial.WorldGridMaterial,TLightMapDensityPSFNoLightMapPolicy,MeshMaterial,MD_Surface,SM5,High,SF_Pixel,PCD3D_SM5,FVectorFieldVisualizationVertexFactory,Perm_0,B60DE4FB1469C909EE96A8AF5E1F8B664BB44635
Material /Engine/EngineMaterials/WorldGridMaterial.WorldGridMaterial,TBasePassVSFNoLightMapPolicy,MeshMaterial,MD_Surface,SM5,High,SF_Vertex,PCD3D_SM5,FVectorFieldVisualizationVertexFactory,Perm_0,B1555A855E26214793BAD3D3031281FD9F8E20F6
Material /Engine/EngineMaterials/WorldGridMaterial.WorldGridMaterial,TBasePassPSFNoLightMapPolicy,MeshMaterial,MD_Surface,SM5,High,SF_Pixel,PCD3D_SM5,FVectorFieldVisualizationVertexFactory,Perm_0,8B559DD51F21148BD10AA27C850B1E977CED578A
Material /Engine/EngineMaterials/WorldGridMaterial.WorldGridMaterial,FOnePassPointShadowDepthGS,MeshMaterial,MD_Surface,SM5,High,SF_Geometry,PCD3D_SM5,FVectorFieldVisualizationVertexFactory,Perm_0,2CD5CEF30BB497104540DBE2156BE51D03299B11
Material /Engine/EngineMaterials/WorldGridMaterial.WorldGridMaterial,TDepthOnlyVS<false>,MeshMaterial,MD_Surface,SM5,High,SF_Vertex,PCD3D_SM5,FVectorFieldVisualizationVertexFactory,Perm_0,1C7311D0209A037E920B6FB4164B80980C914855
Material /Engine/EngineMaterials/WorldGridMaterial.WorldGridMaterial,FVelocityVS,MeshMaterial,MD_Surface,SM5,High,SF_Vertex,PCD3D_SM5,FVectorFieldVisualizationVertexFactory,Perm_0,50E5867777AE813A2D512A990512037422294C05
Material /Engine/EngineMaterials/WorldGridMaterial.WorldGridMaterial,FVelocityPS,MeshMaterial,MD_Surface,SM5,High,SF_Pixel,PCD3D_SM5,FVectorFieldVisualizationVertexFactory,Perm_0,3818D5DFCCA2AAF7A6416BF596088619D126E8C2
Material /Engine/EngineMaterials/WorldGridMaterial.WorldGridMaterial,FHitProxyVS,MeshMaterial,MD_Surface,SM5,High,SF_Vertex,PCD3D_SM5,FVectorFieldVisualizationVertexFactory,Perm_0,7761958043F61EF02772791BD314FC24E13D1F6F
Material /Engine/EngineMaterials/WorldGridMaterial.WorldGridMaterial,FHitProxyPS,MeshMaterial,MD_Surface,SM5,High,SF_Pixel,PCD3D_SM5,FVectorFieldVisualizationVertexFactory,Perm_0,E6C59047C5A705D7899D5AE5F1978E23EDC234AD
